h3_index,sst_mean_celsius,sst_std_celsius,sst_quality,latitude,longitude,n_points,date,confidence,anomaly_celsius
85064ad7fffffff,0.033476137,0.00046659086,0.36363636363636365,60.147728,-36.526512,22,2024-11-17,high,-0.07510365
85064adbfffffff,0.033984523,0.0012307136,0.19047619047619047,60.377975,-36.764877,21,2024-11-17,high,-0.07459526
85064c6bfffffff,0.027874999,0.0,2.0,59.854164,-34.39583,1,2024-11-17,low,-0.080704786
85064c73fffffff,0.035955,0.0011758502,0.4,59.770832,-34.020832,5,2024-11-17,medium,-0.07262479
85064c7bfffffff,0.028775,0.0010392308,2.0,59.895832,-34.312496,4,2024-11-17,medium,-0.079804786
85064e07fffffff,0.030875,0.00050703454,0.0,60.145832,-35.249996,4,2024-11-17,medium,-0.07770479
85064e13fffffff,0.034275,0.0,0.0,60.520832,-34.874996,2,2024-11-17,medium,-0.07430479
85064e1bfffffff,0.032899998,0.0,0.0,60.604164,-35.104164,1,2024-11-17,low,-0.07567979
85064e23fffffff,0.03092857,0.001080236,1.2857142857142858,59.99702,-35.499996,14,2024-11-17,high,-0.07765122
85064e27fffffff,0.0328875,0.0031668195,0.25,59.86979,-35.54687,8,2024-11-17,high,-0.07569228
85064e2bfffffff,0.028799998,0.0008660261,2.0,60.020832,-35.687496,3,2024-11-17,medium,-0.07977979
85064e2ffffffff,0.032083824,0.0021624633,0.47058823529411764,59.903183,-35.77573,17,2024-11-17,high,-0.07649596
85064e33fffffff,0.029199997,0.0,1.0,60.104164,-35.291664,2,2024-11-17,medium,-0.07937979
85064e37fffffff,0.026849996,0.0039709876,2.0,59.92916,-35.229164,5,2024-11-17,medium,-0.081729785
85064e3bfffffff,0.030412497,0.0008870597,0.25,60.135414,-35.385414,4,2024-11-17,medium,-0.07816729
85064e4bfffffff,0.032975,0.0,0.0,60.770832,-36.02083,3,2024-11-17,medium,-0.07560478
85064e4ffffffff,0.030599998,0.0,1.0,60.5625,-36.041664,2,2024-11-17,medium,-0.07797979
85064e67fffffff,0.029266665,1.4434001e-05,1.0,60.145832,-35.89583,3,2024-11-17,medium,-0.07931312
85064e6bfffffff,0.03278,0.0005545433,0.3333333333333333,60.3625,-36.27083,15,2024-11-17,high,-0.075799786
85064e6ffffffff,0.033491667,5.7733854e-05,0.0,60.215275,-36.368053,3,2024-11-17,medium,-0.07508811
85064e77fffffff,0.02925,0.0,1.0,60.145832,-35.791664,2,2024-11-17,medium,-0.07932979
85064e8bfffffff,0.034275,0.0,0.0,60.520832,-34.812496,1,2024-11-17,low,-0.07430479
85064e93fffffff,0.036274996,0.0,1.0,60.520832,-33.999996,2,2024-11-17,medium,-0.072304785
85064e9bfffffff,0.031749997,0.0,2.0,60.645832,-34.35416,3,2024-11-17,medium,-0.07682979
85064ea3fffffff,0.029099999,0.0005196154,2.0,60.041664,-34.83333,4,2024-11-17,medium,-0.079479784
85064ea7fffffff,0.032775,0.0,1.0,59.854164,-34.83333,2,2024-11-17,medium,-0.075804785
85064eabfffffff,0.027324999,0.00051961653,2.0,60.0625,-34.937496,3,2024-11-17,medium,-0.08125479
85064eaffffffff,0.028649999,0.0,2.0,60.020832,-34.89583,1,2024-11-17,low,-0.079929784
85064eb7fffffff,0.031041665,0.00053404836,2.0,59.9375,-34.39583,3,2024-11-17,medium,-0.07753812
85064ec7fffffff,0.032121427,0.00112133,0.42857142857142855,60.586308,-34.955353,7,2024-11-17,high,-0.07645836
85064ed3fffffff,0.034053843,0.001592818,0.23076923076923078,60.847755,-34.581726,13,2024-11-17,high,-0.07452594
85065007fffffff,0.022799999,0.0,2.0,64.09028,-36.63194,3,2024-11-17,medium,-0.085779786
85065013fffffff,0.0254,0.0,1.0,64.3125,-36.312496,1,2024-11-17,low,-0.08317979
85065017fffffff,0.030431248,0.0017706299,1.0,64.171875,-36.40104,8,2024-11-17,high,-0.07814854
85065033fffffff,0.030399999,0.0,2.0,63.895832,-36.70833,2,2024-11-17,medium,-0.078179784
85065037fffffff,0.030529996,0.0033565182,1.4,63.791664,-36.712498,10,2024-11-17,high,-0.07804979
85065083fffffff,0.030346427,0.00036154417,1.0,64.29464,-35.907734,7,2024-11-17,high,-0.07823336
8506508ffffffff,0.027651316,0.002049754,1.0,64.2796,-36.15241,19,2024-11-17,high,-0.08092847
85065097fffffff,0.031499997,0.0003914726,0.09090909090909091,64.21023,-35.528408,11,2024-11-17,high,-0.07707979
850650a3fffffff,0.031749997,0.0,1.0,64.020836,-36.104164,1,2024-11-17,low,-0.07682979
850650a7fffffff,0.030899996,0.0,1.0,63.854168,-36.22916,3,2024-11-17,medium,-0.07767979
850650abfffffff,0.027907142,0.0045744195,1.2857142857142858,64.04662,-36.475193,21,2024-11-17,high,-0.080672644
850650affffffff,0.027966665,0.002301403,2.0,63.854168,-36.63194,3,2024-11-17,medium,-0.08061312
850650b3fffffff,0.030516664,0.0009249989,1.0,64.03935,-35.969902,9,2024-11-17,high,-0.07806312
850650b7fffffff,0.033793747,6.250106e-05,1.0,63.8125,-35.874996,4,2024-11-17,medium,-0.07478604
850650bbfffffff,0.0308875,0.0017752555,1.0,64.145836,-36.173607,12,2024-11-17,high,-0.077692285
85065103fffffff,0.034602776,0.0006142127,0.4444444444444444,63.206013,-36.88657,9,2024-11-17,high,-0.07397701
85065107fffffff,0.032649998,0.0,0.0,62.979164,-36.729164,1,2024-11-17,low,-0.07592979
8506510bfffffff,0.033316173,0.0011998031,0.7647058823529411,63.265926,-37.111515,17,2024-11-17,high,-0.07526361
85065113fffffff,0.034228124,0.001082526,1.0,63.260418,-36.479164,8,2024-11-17,high,-0.07435166
85065117fffffff,0.03268125,0.0006124992,1.0,63.114582,-36.447914,4,2024-11-17,medium,-0.075898536
8506511bfffffff,0.03435,0.0,1.0,63.270832,-36.89583,3,2024-11-17,medium,-0.074229784
85065133fffffff,0.031191668,0.0015732793,1.0,62.840275,-36.715275,3,2024-11-17,medium,-0.077388115
